cell50x50,SR_natural_ebba1,SR_human_dominated_ebba1,SR_natural_ebba2,SR_human_dominated_ebba2,deltaSR_bird_natural,deltaSR_bird_human_dominated,SR_natural_m_b2000,SR_human_dominated_m_b2000,SR_natural_m_a2015,SR_human_dominated_m_a2015,deltaSR_mammal_natural,deltaSR_mammal_human_dominated
35VLJ3,28,122,30,143,2,21,9,15,9,21,0,6
35VLJ4,29,130,31,141,2,11,8,23,9,23,1,0
35VLK3,28,124,28,138,0,14,4,7,7,13,3,6
35VLK4,28,114,31,137,3,23,9,19,9,20,0,1
35VLL3,26,118,29,137,3,19,3,9,7,12,4,3
35VLL4,32,124,33,129,1,5,5,1,7,8,2,7
35VMC1,21,134,22,134,1,0,NA,NA,NA,NA,NA,NA
35VMC2,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,4
35VMC3,29,150,31,152,2,2,NA,NA,NA,3,NA,NA
35VMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
35VMD1,20,130,22,135,2,5,NA,NA,NA,4,NA,NA
35VMD2,20,119,23,132,3,13,NA,NA,1,1,NA,NA
35VMD3,21,134,21,132,0,-2,7,29,4,22,-3,-7
35VMD4,24,130,22,143,-2,13,NA,NA,1,2,NA,NA
35VME1,23,139,26,130,3,-9,7,29,6,31,-1,2
35VME2,22,131,23,137,1,6,7,27,6,33,-1,6
35VME3,26,149,28,147,2,-2,7,29,6,40,-1,11
35VME4,20,130,24,132,4,2,7,29,6,31,-1,2
35VMF1,35,140,30,139,-5,-1,7,26,7,34,0,8
35VMF2,20,125,23,121,3,-4,6,24,5,33,-1,9
35VMF3,26,136,31,143,5,7,8,26,8,31,0,5
35VMF4,23,134,24,138,1,4,9,29,6,33,-3,4
35VMG1,36,134,40,146,4,12,6,27,8,26,2,-1
35VMG2,26,131,34,133,8,2,7,26,7,22,0,-4
35VMG3,31,113,33,125,2,12,3,20,3,15,0,-5
35VMG4,NA,NA,NA,NA,NA,NA,7,22,3,10,-4,-12
35VMH1,30,146,29,138,-1,-8,9,22,7,25,-2,3
35VMH2,27,131,29,141,2,10,7,25,9,25,2,0
35VMH3,28,133,32,144,4,11,7,20,6,19,-1,-1
35VMH4,32,142,35,153,3,11,5,13,6,23,1,10
35VMJ1,29,129,32,135,3,6,8,20,8,19,0,-1
35VMJ2,26,122,26,136,0,14,8,12,7,18,-1,6
35VMJ3,26,124,28,132,2,8,5,8,5,14,0,6
35VMJ4,27,117,27,121,0,4,7,13,7,20,0,7
35VMK1,28,126,32,128,4,2,5,11,8,16,3,5
35VMK2,31,126,33,135,2,9,6,10,8,20,2,10
35VMK3,28,130,30,127,2,-3,11,20,5,8,-6,-12
35VMK4,31,129,32,133,1,4,8,19,5,16,-3,-3
35VML1,27,118,33,134,6,16,6,13,6,9,0,-4
35VML2,28,121,30,137,2,16,8,9,6,12,-2,3
35VML3,27,115,30,131,3,16,11,13,8,8,-3,-5
35VML4,26,119,28,126,2,7,6,8,4,8,-2,0
35VNC1,17,121,20,138,3,17,NA,NA,NA,4,NA,NA
35VNC2,12,119,23,133,11,14,NA,NA,NA,5,NA,NA
35VNC3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
35VNC4,26,138,29,154,3,16,NA,3,2,12,NA,9
35VND1,21,128,23,124,2,-4,6,25,2,23,-4,-2
35VND2,16,121,23,138,7,17,NA,NA,1,1,NA,NA
35VND3,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2
35VNE1,20,132,25,142,5,10,7,28,5,33,-2,5
35VNE2,21,141,25,133,4,-8,6,31,6,28,0,-3
35VNF1,23,136,27,148,4,12,6,27,5,24,-1,-3
35VNF2,19,132,22,137,3,5,6,24,4,20,-2,-4
35VNF3,NA,NA,NA,NA,NA,NA,5,17,3,10,-2,-7
35VNH1,28,123,27,137,-1,14,6,12,7,16,1,4
35VNH2,37,143,41,152,4,9,7,22,5,28,-2,6
35VNH3,31,139,32,149,1,10,7,21,8,32,1,11
35VNH4,NA,NA,NA,NA,NA,NA,5,20,4,17,-1,-3
35VNJ1,28,122,28,136,0,14,6,13,6,19,0,6
35VNJ2,26,118,31,134,5,16,5,13,8,20,3,7
35VNJ3,29,123,26,131,-3,8,6,19,3,11,-3,-8
35VNJ4,26,121,22,123,-4,2,7,6,5,16,-2,10
35VNK1,27,119,30,133,3,14,14,25,6,18,-8,-7
35VNK2,29,121,30,139,1,18,13,24,6,18,-7,-6
35VNK3,28,114,27,131,-1,17,10,15,6,15,-4,0
35VNK4,28,121,23,116,-5,-5,8,11,6,16,-2,5
35VNL1,24,117,28,123,4,6,11,21,10,20,-1,-1
35VNL2,30,134,31,134,1,0,11,21,9,21,-2,0
35VNL3,26,108,31,122,5,14,11,13,6,10,-5,-3
35VNL4,26,117,28,125,2,8,11,16,7,10,-4,-6
35VPH1,NA,NA,NA,NA,NA,NA,3,15,4,12,1,-3
35VPJ1,28,124,29,139,1,15,11,18,8,20,-3,2
35VPJ2,29,136,31,144,2,8,7,10,7,15,0,5
35VPK1,27,128,31,144,4,16,6,15,8,15,2,0
35VPK2,30,133,33,142,3,9,6,17,7,23,1,6
35VPL1,26,112,26,124,0,12,13,16,6,9,-7,-7
35VPL2,28,120,30,130,2,10,9,8,5,10,-4,2
35WLM3,40,148,45,152,5,4,7,15,8,13,1,-2
35WLM4,27,122,36,145,9,23,8,14,8,11,0,-3
35WLN3,36,123,40,139,4,16,2,10,6,11,4,1
35WLP3,32,106,34,102,2,-4,2,3,4,8,2,5
35WLP4,31,120,31,134,0,14,6,14,6,14,0,0
35WLQ4,NA,NA,NA,NA,NA,NA,3,6,4,6,1,0
35WMM1,37,143,39,155,2,12,7,18,9,18,2,0
35WMM2,31,122,30,133,-1,11,7,15,6,10,-1,-5
35WMM3,31,121,33,138,2,17,8,18,6,8,-2,-10
35WMM4,31,122,33,133,2,11,5,9,6,10,1,1
35WMN1,35,126,41,130,6,4,10,16,4,9,-6,-7
35WMN2,39,138,47,158,8,20,13,24,9,18,-4,-6
35WMN3,33,111,27,113,-6,2,6,5,3,4,-3,-1
35WMN4,30,114,32,124,2,10,7,12,6,7,-1,-5
35WMP1,30,113,36,131,6,18,12,14,7,13,-5,-1
35WMP2,31,104,31,123,0,19,9,7,4,6,-5,-1
35WMP3,29,105,31,119,2,14,11,12,4,7,-7,-5
35WMP4,33,105,29,107,-4,2,5,7,4,6,-1,-1
35WMQ1,27,88,30,101,3,13,1,6,3,3,2,-3
35WMQ2,29,97,28,102,-1,5,5,3,4,4,-1,1
35WMQ3,30,99,29,108,-1,9,8,8,4,5,-4,-3
35WMQ4,28,96,28,95,0,-1,4,3,3,5,-1,2
35WMR1,27,79,30,90,3,11,1,NA,5,2,4,NA
35WMR2,29,95,32,106,3,11,9,13,6,6,-3,-7
35WMR3,31,87,26,87,-5,0,2,NA,5,2,3,NA
35WMR4,33,95,30,100,-3,5,10,12,4,4,-6,-8
35WMS1,18,53,20,63,2,10,4,5,4,3,0,-2
35WMS2,30,83,29,80,-1,-3,4,2,3,3,-1,1
35WMS3,30,91,34,85,4,-6,6,3,2,4,-4,1
35WMS4,34,97,36,98,2,1,3,NA,6,4,3,NA
35WMT1,37,86,37,94,0,8,7,10,10,11,3,1
35WMT2,28,71,24,67,-4,-4,8,8,7,10,-1,2
35WMT3,23,61,25,70,2,9,4,5,4,4,0,-1
35WMT4,35,91,34,98,-1,7,7,7,9,6,2,-1
35WMU1,38,56,28,40,-10,-16,4,1,3,2,-1,1
35WMU2,26,68,25,62,-1,-6,8,8,9,10,1,2
35WMU3,NA,NA,NA,NA,NA,NA,4,3,4,2,0,-1
35WMU4,NA,NA,NA,NA,NA,NA,4,3,7,5,3,2
35WNM1,27,108,30,122,3,14,10,11,7,10,-3,-1
35WNM2,NA,NA,NA,NA,NA,NA,9,12,7,13,-2,1
35WNM3,26,107,29,121,3,14,11,9,5,6,-6,-3
35WNM4,27,114,30,131,3,17,13,20,8,15,-5,-5
35WNN1,32,109,34,121,2,12,11,10,6,7,-5,-3
35WNN2,33,116,31,112,-2,-4,9,4,5,5,-4,1
35WNN3,NA,NA,NA,NA,NA,NA,8,7,4,8,-4,1
35WNN4,25,104,32,114,7,10,10,9,4,5,-6,-4
35WNP1,28,102,28,108,0,6,3,4,4,8,1,4
35WNP2,31,106,33,107,2,1,13,11,4,8,-9,-3
35WNP3,28,94,35,111,7,17,7,9,4,5,-3,-4
35WNP4,NA,NA,NA,NA,NA,NA,10,8,7,11,-3,3
35WNQ1,28,97,33,101,5,4,5,6,4,6,-1,0
35WNQ2,29,101,35,117,6,16,9,9,3,9,-6,0
35WNQ3,27,95,32,102,5,7,10,6,3,2,-7,-4
35WNQ4,NA,NA,NA,NA,NA,NA,11,12,6,8,-5,-4
35WNR1,32,96,34,102,2,6,7,5,7,4,0,-1
35WNR2,32,96,29,90,-3,-6,4,3,3,4,-1,1
35WNR3,NA,NA,NA,NA,NA,NA,3,NA,1,NA,-2,NA
35WNR4,29,83,26,83,-3,0,11,7,2,2,-9,-5
35WNS1,34,93,33,97,-1,4,10,9,6,8,-4,-1
35WNS2,36,108,37,116,1,8,10,9,5,6,-5,-3
35WNS3,NA,NA,NA,NA,NA,NA,10,12,8,13,-2,1
35WNS4,NA,NA,NA,NA,NA,NA,3,1,4,1,1,0
35WNT1,29,81,31,96,2,15,7,7,6,6,-1,-1
35WNT2,35,81,30,94,-5,13,11,8,5,5,-6,-3
35WNT3,34,68,37,81,3,13,7,9,8,12,1,3
35WNT4,36,84,40,104,4,20,7,13,11,12,4,-1
35WNU1,NA,NA,NA,NA,NA,NA,5,6,6,6,1,0
35WNU2,25,60,23,63,-2,3,4,5,8,11,4,6
35WNU3,NA,NA,NA,NA,NA,NA,2,4,3,3,1,-1
35WNU4,29,60,34,63,5,3,2,4,8,8,6,4
35WPM1,27,103,27,99,0,-4,6,4,5,4,-1,0
35WPM2,26,109,28,125,2,16,14,19,11,16,-3,-3
35WPN1,32,110,32,105,0,-5,3,2,5,5,2,3
35WPN2,24,99,30,106,6,7,7,4,3,4,-4,0
35WPP1,NA,NA,NA,NA,NA,NA,9,11,4,6,-5,-5
35WPP2,36,123,37,141,1,18,9,14,5,9,-4,-5
35WPQ1,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,NA
35WPR2,NA,NA,NA,NA,NA,NA,10,10,3,2,-7,-8
36VUP3,NA,NA,NA,NA,NA,NA,6,11,6,18,0,7
36VUP4,NA,NA,NA,NA,NA,NA,5,11,2,10,-3,-1
36VUQ3,29,124,32,142,3,18,11,23,4,10,-7,-13
36VUQ4,29,123,31,145,2,22,10,22,6,17,-4,-5
36VUR3,NA,NA,NA,NA,NA,NA,8,7,4,2,-4,-5
36VUR4,26,123,33,133,7,10,10,13,5,13,-5,0
36VVQ1,NA,NA,NA,NA,NA,NA,7,10,3,5,-4,-5
36VVQ2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA
36VVR2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
36WUS3,NA,NA,NA,NA,NA,NA,4,2,NA,2,NA,0
36WUS4,NA,NA,NA,NA,NA,NA,7,6,5,6,-2,0
36WUU4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
36WVC1,25,47,28,60,3,13,5,4,6,6,1,2
36WVC2,NA,NA,NA,NA,NA,NA,6,13,7,11,1,-2
36WVD2,NA,NA,NA,NA,NA,NA,6,5,8,8,2,3
