"Class","Order","Family","Species","Habitats_IUCN"
"Mammalia","Chiroptera","Vespertilionidae","Myotis emarginatus","Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Temperate [Marginal]; Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Marginal]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Artificial/Terrestrial - Rural Gardens [Marginal]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Forest - Temperate [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Myotis myotis","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Forest - Temperate [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Myotis mystacinus","Artificial/Terrestrial - Rural Gardens [Marginal]; Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]; Forest - Temperate [Suitable]; Forest - Boreal [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Temperate [Marginal]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Myotis nattereri","Forest - Boreal [Suitable]; Artificial/Terrestrial - Arable Land [Marginal]; Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]; Artificial/Terrestrial - Plantations [Marginal]; Artificial/Terrestrial - Urban Areas [Marginal]; Artificial/Terrestrial - Pastureland [Suitable]; Forest - Temperate [Suitable]; Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Boreal [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Nyctalus lasiopterus","Forest - Temperate [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Nyctalus leisleri","Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Forest - Temperate [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Nyctalus noctula","Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Wetlands (inland) [Suitable]; Forest - Temperate [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Pipistrellus kuhlii","Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Forest - Temperate [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Pipistrellus nathusii","Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Pipistrellus pipistrellus","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Forest - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Freshwater Springs and Oases [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Pipistrellus pygmaeus","Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Wetlands (inland) [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Plecotus auritus","Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Plecotus austriacus","Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Plecotus kolombatovici","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Caves [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Plecotus macrobullaris","Artificial/Terrestrial - Pastureland [Suitable]; Forest - Boreal [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]"
"Mammalia","Chiroptera","Vespertilionidae","Vespertilio murinus","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats [Suitable]; Forest - Boreal [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]"
"Mammalia","Erinaceomorpha","Erinaceidae","Atelerix algirus","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]"
"Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus concolor","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Forest - Temperate [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]"
"Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus europaeus","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]"
"Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus roumanicus","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]"
"Mammalia","Erinaceomorpha","Erinaceidae","Hemiechinus auritus","Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Desert - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Marginal]"
"Mammalia","Lagomorpha","Leporidae","Lepus capensis","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]"
"Mammalia","Lagomorpha","Leporidae","Lepus castroviejoi","Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Temperate [Suitable]; Forest - Temperate [Marginal]; Grassland - Temperate [Suitable]"
"Mammalia","Lagomorpha","Leporidae","Lepus corsicanus","Introduced vegetation [Unknown]; Shrubland - Temperate [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Unknown]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Marginal]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Marginal]"
"Mammalia","Lagomorpha","Leporidae","Lepus europaeus","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Marginal]; Forest - Boreal [Marginal]; Grassland - Temperate [Suitable]; Forest - Temperate [Marginal]"
"Mammalia","Lagomorpha","Leporidae","Lepus granatensis","Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Temperate [Suitable]; Grassland - Temperate [Suitable]"
"Mammalia","Lagomorpha","Leporidae","Lepus timidus","Grassland - Temperate [Suitable]; Shrubland - Boreal [Suitable]; Grassland - Tundra [Suitable]; Shrubland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Grassland - Subarctic [Suitable]"
"Mammalia","Lagomorpha","Leporidae","Oryctolagus cuniculus","Grassland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Temperate [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]"
"Mammalia","Rodentia","Castoridae","Castor fiber","Artificial/Terrestrial - Pastureland [Marginal]; Artificial/Terrestrial - Urban Areas [Marginal]; Shrubland - Boreal [Marginal]; Shrubland - Temperate [Marginal]; Forest - Boreal [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Forest - Temperate [Suitable]"
"Mammalia","Rodentia","Cricetidae","Alexandromys oeconomus","Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Boreal [Suitable]; Forest - Boreal [Suitable]; Grassland - Tundra [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]"
"Mammalia","Rodentia","Cricetidae","Arvicola amphibius","Artificial/Terrestrial - Pastureland [Suitable]; Forest - Boreal [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Forest - Temperate [Suitable]"
"Mammalia","Rodentia","Cricetidae","Arvicola sapidus","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]"
"Mammalia","Rodentia","Cricetidae","Chionomys syriacus","Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]"
"Mammalia","Rodentia","Cricetidae","Clethrionomys glareolus","Shrubland - Temperate [Suitable]; Forest - Temperate [Suitable]; Shrubland - Subarctic [Suitable]; Forest - Boreal [Suitable]; Shrubland - Boreal [Suitable]; Forest - Subarctic [Suitable]"
"Mammalia","Rodentia","Cricetidae","Clethrionomys rutilus","Forest - Boreal [Suitable]; Forest - Subarctic [Suitable]"
"Mammalia","Rodentia","Cricetidae","Craseomys rufocanus","Shrubland - Subarctic [Suitable]; Forest - Boreal [Suitable]; Forest - Subarctic [Suitable]; Shrubland - Boreal [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]"
"Mammalia","Rodentia","Cricetidae","Cricetus cricetus","Artificial/Terrestrial - Rural Gardens [Marginal]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Shrubland - Temperate [Suitable]"
"Mammalia","Rodentia","Cricetidae","Dinaromys bogdanovi","Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]"
"Mammalia","Rodentia","Cricetidae","Lagurus lagurus","Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]"
"Mammalia","Rodentia","Cricetidae","Lemmus lemmus","Grassland - Subarctic [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Grassland - Tundra [Suitable]; Shrubland - Boreal [Suitable]; Shrubland - Subarctic [Suitable]"
"Mammalia","Rodentia","Cricetidae","Mesocricetus newtoni","Grassland - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus agrestis","Shrubland - Boreal [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Subarctic [Suitable]; Shrubland - Temperate [Suitable]; Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Grassland - Subarctic [Suitable]; Grassland - Temperate [Suitable]; Forest - Subarctic [Suitable]; Wetlands (inland) - Shrub Dominated Wetlands [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus arvalis","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus brachycercus","Artificial/Terrestrial - Plantations [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus cabrerae","Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Forest - Temperate [Marginal]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus duodecimcostatus","Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Temperate [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus gerbii","Grassland - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus guentheri","Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus liechtensteini","Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]"
"Mammalia","Rodentia","Cricetidae","Microtus lusitanicus","Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]"
