"X","STUDY_ID","DAY","MONTH","YEAR","SAMPLE_DESC","PLOT","ID_SPECIES","LATITUDE","LONGITUDE","sum.allrawdata.ABUNDANCE","sum.allrawdata.BIOMASS","GENUS","SPECIES","GENUS_SPECIES","CLASS"
6825987,339,NA,NA,1954,"55.71667_13.33333_1954","",4255,55.71667,13.33333,22,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6825988,339,NA,NA,1954,"55.71667_13.33333_1954","",4310,55.71667,13.33333,4,0,"Prunella","modularis","Prunella modularis","Aves"
6825989,339,NA,NA,1954,"55.71667_13.33333_1954","",4476,55.71667,13.33333,6,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6825990,339,NA,NA,1954,"55.71667_13.33333_1954","",4477,55.71667,13.33333,14,0,"Sylvia","borin","Sylvia borin","Aves"
6825993,339,NA,NA,1954,"55.71667_13.33333_1954","",4517,55.71667,13.33333,2,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
6825994,339,NA,NA,1954,"55.71667_13.33333_1954","",4519,55.71667,13.33333,7,0,"Turdus","merula","Turdus merula","Aves"
6825995,339,NA,NA,1954,"55.71667_13.33333_1954","",45223,55.71667,13.33333,7,0,"Anthus","trivialis","Anthus trivialis","Aves"
6825996,339,NA,NA,1954,"55.71667_13.33333_1954","",45531,55.71667,13.33333,19,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6825997,339,NA,NA,1954,"55.71667_13.33333_1954","",45591,55.71667,13.33333,3,0,"Hippolais","icterina","Hippolais icterina","Aves"
6825998,339,NA,NA,1954,"55.71667_13.33333_1954","",45639,55.71667,13.33333,13,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826000,339,NA,NA,1955,"55.71667_13.33333_1955","",4125,55.71667,13.33333,1,0,"Muscicapa","striata","Muscicapa striata","Aves"
6826002,339,NA,NA,1955,"55.71667_13.33333_1955","",4190,55.71667,13.33333,3,0,"Parus","major","Parus major","Aves"
6826003,339,NA,NA,1955,"55.71667_13.33333_1955","",4255,55.71667,13.33333,20,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826004,339,NA,NA,1955,"55.71667_13.33333_1955","",4476,55.71667,13.33333,4,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826005,339,NA,NA,1955,"55.71667_13.33333_1955","",4477,55.71667,13.33333,16,0,"Sylvia","borin","Sylvia borin","Aves"
6826007,339,NA,NA,1955,"55.71667_13.33333_1955","",4517,55.71667,13.33333,1,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
6826008,339,NA,NA,1955,"55.71667_13.33333_1955","",4519,55.71667,13.33333,5,0,"Turdus","merula","Turdus merula","Aves"
6826009,339,NA,NA,1955,"55.71667_13.33333_1955","",4521,55.71667,13.33333,1,0,"Turdus","philomelos","Turdus philomelos","Aves"
6826010,339,NA,NA,1955,"55.71667_13.33333_1955","",45223,55.71667,13.33333,6,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826013,339,NA,NA,1955,"55.71667_13.33333_1955","",45531,55.71667,13.33333,14,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826014,339,NA,NA,1955,"55.71667_13.33333_1955","",45591,55.71667,13.33333,4,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826015,339,NA,NA,1955,"55.71667_13.33333_1955","",45639,55.71667,13.33333,7,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826017,339,NA,NA,1956,"55.71667_13.33333_1956","",3929,55.71667,13.33333,3,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826019,339,NA,NA,1956,"55.71667_13.33333_1956","",4190,55.71667,13.33333,4,0,"Parus","major","Parus major","Aves"
6826021,339,NA,NA,1956,"55.71667_13.33333_1956","",4255,55.71667,13.33333,20,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826022,339,NA,NA,1956,"55.71667_13.33333_1956","",4476,55.71667,13.33333,3,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826023,339,NA,NA,1956,"55.71667_13.33333_1956","",4477,55.71667,13.33333,18,0,"Sylvia","borin","Sylvia borin","Aves"
6826025,339,NA,NA,1956,"55.71667_13.33333_1956","",4519,55.71667,13.33333,7,0,"Turdus","merula","Turdus merula","Aves"
6826026,339,NA,NA,1956,"55.71667_13.33333_1956","",45223,55.71667,13.33333,10,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826029,339,NA,NA,1956,"55.71667_13.33333_1956","",45531,55.71667,13.33333,10,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826030,339,NA,NA,1956,"55.71667_13.33333_1956","",45591,55.71667,13.33333,3,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826031,339,NA,NA,1956,"55.71667_13.33333_1956","",45639,55.71667,13.33333,17,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826033,339,NA,NA,1957,"55.71667_13.33333_1957","",3929,55.71667,13.33333,8,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826034,339,NA,NA,1957,"55.71667_13.33333_1957","",4125,55.71667,13.33333,1,0,"Muscicapa","striata","Muscicapa striata","Aves"
6826036,339,NA,NA,1957,"55.71667_13.33333_1957","",4190,55.71667,13.33333,7,0,"Parus","major","Parus major","Aves"
6826037,339,NA,NA,1957,"55.71667_13.33333_1957","",4255,55.71667,13.33333,23,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826038,339,NA,NA,1957,"55.71667_13.33333_1957","",4310,55.71667,13.33333,2,0,"Prunella","modularis","Prunella modularis","Aves"
6826039,339,NA,NA,1957,"55.71667_13.33333_1957","",4476,55.71667,13.33333,4,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826040,339,NA,NA,1957,"55.71667_13.33333_1957","",4477,55.71667,13.33333,19,0,"Sylvia","borin","Sylvia borin","Aves"
6826043,339,NA,NA,1957,"55.71667_13.33333_1957","",4519,55.71667,13.33333,9,0,"Turdus","merula","Turdus merula","Aves"
6826044,339,NA,NA,1957,"55.71667_13.33333_1957","",45223,55.71667,13.33333,7,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826046,339,NA,NA,1957,"55.71667_13.33333_1957","",45507,55.71667,13.33333,1,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826047,339,NA,NA,1957,"55.71667_13.33333_1957","",45531,55.71667,13.33333,14,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826048,339,NA,NA,1957,"55.71667_13.33333_1957","",45591,55.71667,13.33333,3,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826049,339,NA,NA,1957,"55.71667_13.33333_1957","",45639,55.71667,13.33333,14,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826051,339,NA,NA,1958,"55.71667_13.33333_1958","",3929,55.71667,13.33333,9,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826053,339,NA,NA,1958,"55.71667_13.33333_1958","",4190,55.71667,13.33333,7,0,"Parus","major","Parus major","Aves"
6826054,339,NA,NA,1958,"55.71667_13.33333_1958","",4255,55.71667,13.33333,23,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826055,339,NA,NA,1958,"55.71667_13.33333_1958","",4310,55.71667,13.33333,3,0,"Prunella","modularis","Prunella modularis","Aves"
6826056,339,NA,NA,1958,"55.71667_13.33333_1958","",4476,55.71667,13.33333,6,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826057,339,NA,NA,1958,"55.71667_13.33333_1958","",4477,55.71667,13.33333,14,0,"Sylvia","borin","Sylvia borin","Aves"
6826059,339,NA,NA,1958,"55.71667_13.33333_1958","",4517,55.71667,13.33333,1,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
6826061,339,NA,NA,1958,"55.71667_13.33333_1958","",4519,55.71667,13.33333,7,0,"Turdus","merula","Turdus merula","Aves"
6826062,339,NA,NA,1958,"55.71667_13.33333_1958","",45223,55.71667,13.33333,6,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826065,339,NA,NA,1958,"55.71667_13.33333_1958","",45507,55.71667,13.33333,3,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826066,339,NA,NA,1958,"55.71667_13.33333_1958","",45531,55.71667,13.33333,12,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826067,339,NA,NA,1958,"55.71667_13.33333_1958","",45591,55.71667,13.33333,1,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826068,339,NA,NA,1958,"55.71667_13.33333_1958","",45639,55.71667,13.33333,15,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826070,339,NA,NA,1959,"55.71667_13.33333_1959","",3929,55.71667,13.33333,8,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826072,339,NA,NA,1959,"55.71667_13.33333_1959","",4190,55.71667,13.33333,8,0,"Parus","major","Parus major","Aves"
6826073,339,NA,NA,1959,"55.71667_13.33333_1959","",4255,55.71667,13.33333,17,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826074,339,NA,NA,1959,"55.71667_13.33333_1959","",4310,55.71667,13.33333,2,0,"Prunella","modularis","Prunella modularis","Aves"
6826075,339,NA,NA,1959,"55.71667_13.33333_1959","",4476,55.71667,13.33333,4,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826076,339,NA,NA,1959,"55.71667_13.33333_1959","",4477,55.71667,13.33333,13,0,"Sylvia","borin","Sylvia borin","Aves"
6826079,339,NA,NA,1959,"55.71667_13.33333_1959","",4519,55.71667,13.33333,7,0,"Turdus","merula","Turdus merula","Aves"
6826080,339,NA,NA,1959,"55.71667_13.33333_1959","",4521,55.71667,13.33333,1,0,"Turdus","philomelos","Turdus philomelos","Aves"
6826081,339,NA,NA,1959,"55.71667_13.33333_1959","",45223,55.71667,13.33333,7,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826083,339,NA,NA,1959,"55.71667_13.33333_1959","",45507,55.71667,13.33333,4,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826084,339,NA,NA,1959,"55.71667_13.33333_1959","",45531,55.71667,13.33333,12,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826085,339,NA,NA,1959,"55.71667_13.33333_1959","",45639,55.71667,13.33333,16,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826087,339,NA,NA,1960,"55.71667_13.33333_1960","",3929,55.71667,13.33333,11,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826089,339,NA,NA,1960,"55.71667_13.33333_1960","",4190,55.71667,13.33333,10,0,"Parus","major","Parus major","Aves"
6826090,339,NA,NA,1960,"55.71667_13.33333_1960","",4255,55.71667,13.33333,18,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826091,339,NA,NA,1960,"55.71667_13.33333_1960","",4310,55.71667,13.33333,3,0,"Prunella","modularis","Prunella modularis","Aves"
6826092,339,NA,NA,1960,"55.71667_13.33333_1960","",4476,55.71667,13.33333,5,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826093,339,NA,NA,1960,"55.71667_13.33333_1960","",4477,55.71667,13.33333,14,0,"Sylvia","borin","Sylvia borin","Aves"
6826096,339,NA,NA,1960,"55.71667_13.33333_1960","",4519,55.71667,13.33333,7,0,"Turdus","merula","Turdus merula","Aves"
6826097,339,NA,NA,1960,"55.71667_13.33333_1960","",4521,55.71667,13.33333,1,0,"Turdus","philomelos","Turdus philomelos","Aves"
6826098,339,NA,NA,1960,"55.71667_13.33333_1960","",45223,55.71667,13.33333,9,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826100,339,NA,NA,1960,"55.71667_13.33333_1960","",45507,55.71667,13.33333,5,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826101,339,NA,NA,1960,"55.71667_13.33333_1960","",45531,55.71667,13.33333,13,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826102,339,NA,NA,1960,"55.71667_13.33333_1960","",45591,55.71667,13.33333,2,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826103,339,NA,NA,1960,"55.71667_13.33333_1960","",45639,55.71667,13.33333,14,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826106,339,NA,NA,1961,"55.71667_13.33333_1961","",3929,55.71667,13.33333,9,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826108,339,NA,NA,1961,"55.71667_13.33333_1961","",4190,55.71667,13.33333,11,0,"Parus","major","Parus major","Aves"
6826109,339,NA,NA,1961,"55.71667_13.33333_1961","",4255,55.71667,13.33333,13,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826110,339,NA,NA,1961,"55.71667_13.33333_1961","",4310,55.71667,13.33333,2,0,"Prunella","modularis","Prunella modularis","Aves"
6826111,339,NA,NA,1961,"55.71667_13.33333_1961","",4476,55.71667,13.33333,5,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826112,339,NA,NA,1961,"55.71667_13.33333_1961","",4477,55.71667,13.33333,16,0,"Sylvia","borin","Sylvia borin","Aves"
6826115,339,NA,NA,1961,"55.71667_13.33333_1961","",4517,55.71667,13.33333,2,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
6826117,339,NA,NA,1961,"55.71667_13.33333_1961","",4519,55.71667,13.33333,8,0,"Turdus","merula","Turdus merula","Aves"
6826118,339,NA,NA,1961,"55.71667_13.33333_1961","",4521,55.71667,13.33333,2,0,"Turdus","philomelos","Turdus philomelos","Aves"
6826119,339,NA,NA,1961,"55.71667_13.33333_1961","",45223,55.71667,13.33333,10,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826121,339,NA,NA,1961,"55.71667_13.33333_1961","",45303,55.71667,13.33333,1,0,"Carduelis","carduelis","Carduelis carduelis","Aves"
6826122,339,NA,NA,1961,"55.71667_13.33333_1961","",45507,55.71667,13.33333,8,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826123,339,NA,NA,1961,"55.71667_13.33333_1961","",45531,55.71667,13.33333,17,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826124,339,NA,NA,1961,"55.71667_13.33333_1961","",45591,55.71667,13.33333,1,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826125,339,NA,NA,1961,"55.71667_13.33333_1961","",45639,55.71667,13.33333,13,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826128,339,NA,NA,1978,"55.71667_13.33333_1978","",45591,55.71667,13.33333,1,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826129,339,NA,NA,1978,"55.71667_13.33333_1978","",45639,55.71667,13.33333,8,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826131,339,NA,NA,1979,"55.71667_13.33333_1979","",3929,55.71667,13.33333,1,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826133,339,NA,NA,1979,"55.71667_13.33333_1979","",4190,55.71667,13.33333,14,0,"Parus","major","Parus major","Aves"
6826134,339,NA,NA,1979,"55.71667_13.33333_1979","",4255,55.71667,13.33333,13,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826135,339,NA,NA,1979,"55.71667_13.33333_1979","",4310,55.71667,13.33333,1,0,"Prunella","modularis","Prunella modularis","Aves"
6826136,339,NA,NA,1979,"55.71667_13.33333_1979","",4468,55.71667,13.33333,3,0,"Sturnus","vulgaris","Sturnus vulgaris","Aves"
6826137,339,NA,NA,1979,"55.71667_13.33333_1979","",4476,55.71667,13.33333,2,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826138,339,NA,NA,1979,"55.71667_13.33333_1979","",4477,55.71667,13.33333,13,0,"Sylvia","borin","Sylvia borin","Aves"
6826141,339,NA,NA,1979,"55.71667_13.33333_1979","",4519,55.71667,13.33333,8,0,"Turdus","merula","Turdus merula","Aves"
6826142,339,NA,NA,1979,"55.71667_13.33333_1979","",45223,55.71667,13.33333,5,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826143,339,NA,NA,1979,"55.71667_13.33333_1979","",45507,55.71667,13.33333,2,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826144,339,NA,NA,1979,"55.71667_13.33333_1979","",45531,55.71667,13.33333,16,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826145,339,NA,NA,1979,"55.71667_13.33333_1979","",45591,55.71667,13.33333,2,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826146,339,NA,NA,1979,"55.71667_13.33333_1979","",45639,55.71667,13.33333,13,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826148,339,NA,NA,1980,"55.71667_13.33333_1980","",3765,55.71667,13.33333,1,0,"Carduelis","chloris","Carduelis chloris","Aves"
6826149,339,NA,NA,1980,"55.71667_13.33333_1980","",3929,55.71667,13.33333,4,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826152,339,NA,NA,1980,"55.71667_13.33333_1980","",4190,55.71667,13.33333,14,0,"Parus","major","Parus major","Aves"
6826153,339,NA,NA,1980,"55.71667_13.33333_1980","",4255,55.71667,13.33333,18,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826154,339,NA,NA,1980,"55.71667_13.33333_1980","",4310,55.71667,13.33333,4,0,"Prunella","modularis","Prunella modularis","Aves"
6826155,339,NA,NA,1980,"55.71667_13.33333_1980","",4468,55.71667,13.33333,8,0,"Sturnus","vulgaris","Sturnus vulgaris","Aves"
6826156,339,NA,NA,1980,"55.71667_13.33333_1980","",4476,55.71667,13.33333,2,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826157,339,NA,NA,1980,"55.71667_13.33333_1980","",4477,55.71667,13.33333,14,0,"Sylvia","borin","Sylvia borin","Aves"
6826160,339,NA,NA,1980,"55.71667_13.33333_1980","",4519,55.71667,13.33333,11,0,"Turdus","merula","Turdus merula","Aves"
6826161,339,NA,NA,1980,"55.71667_13.33333_1980","",45223,55.71667,13.33333,7,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826163,339,NA,NA,1980,"55.71667_13.33333_1980","",45507,55.71667,13.33333,4,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826164,339,NA,NA,1980,"55.71667_13.33333_1980","",45531,55.71667,13.33333,25,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826165,339,NA,NA,1980,"55.71667_13.33333_1980","",45591,55.71667,13.33333,4,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826166,339,NA,NA,1980,"55.71667_13.33333_1980","",45639,55.71667,13.33333,16,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826169,339,NA,NA,1981,"55.71667_13.33333_1981","",3929,55.71667,13.33333,4,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826171,339,NA,NA,1981,"55.71667_13.33333_1981","",4190,55.71667,13.33333,10,0,"Parus","major","Parus major","Aves"
6826172,339,NA,NA,1981,"55.71667_13.33333_1981","",4255,55.71667,13.33333,10,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826173,339,NA,NA,1981,"55.71667_13.33333_1981","",4310,55.71667,13.33333,5,0,"Prunella","modularis","Prunella modularis","Aves"
6826174,339,NA,NA,1981,"55.71667_13.33333_1981","",4402,55.71667,13.33333,1,0,"Sitta","europaea","Sitta europaea","Aves"
6826175,339,NA,NA,1981,"55.71667_13.33333_1981","",4468,55.71667,13.33333,8,0,"Sturnus","vulgaris","Sturnus vulgaris","Aves"
6826176,339,NA,NA,1981,"55.71667_13.33333_1981","",4476,55.71667,13.33333,3,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826177,339,NA,NA,1981,"55.71667_13.33333_1981","",4477,55.71667,13.33333,16,0,"Sylvia","borin","Sylvia borin","Aves"
6826180,339,NA,NA,1981,"55.71667_13.33333_1981","",4519,55.71667,13.33333,8,0,"Turdus","merula","Turdus merula","Aves"
6826181,339,NA,NA,1981,"55.71667_13.33333_1981","",45223,55.71667,13.33333,3,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826182,339,NA,NA,1981,"55.71667_13.33333_1981","",45507,55.71667,13.33333,2,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826183,339,NA,NA,1981,"55.71667_13.33333_1981","",45531,55.71667,13.33333,25,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826184,339,NA,NA,1981,"55.71667_13.33333_1981","",45591,55.71667,13.33333,5,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826185,339,NA,NA,1981,"55.71667_13.33333_1981","",45639,55.71667,13.33333,9,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826188,339,NA,NA,1982,"55.71667_13.33333_1982","",3929,55.71667,13.33333,3,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826191,339,NA,NA,1982,"55.71667_13.33333_1982","",4190,55.71667,13.33333,4,0,"Parus","major","Parus major","Aves"
6826192,339,NA,NA,1982,"55.71667_13.33333_1982","",4255,55.71667,13.33333,12,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826193,339,NA,NA,1982,"55.71667_13.33333_1982","",4310,55.71667,13.33333,6,0,"Prunella","modularis","Prunella modularis","Aves"
6826194,339,NA,NA,1982,"55.71667_13.33333_1982","",4402,55.71667,13.33333,1,0,"Sitta","europaea","Sitta europaea","Aves"
6826195,339,NA,NA,1982,"55.71667_13.33333_1982","",4468,55.71667,13.33333,5,0,"Sturnus","vulgaris","Sturnus vulgaris","Aves"
6826196,339,NA,NA,1982,"55.71667_13.33333_1982","",4476,55.71667,13.33333,4,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826197,339,NA,NA,1982,"55.71667_13.33333_1982","",4477,55.71667,13.33333,18,0,"Sylvia","borin","Sylvia borin","Aves"
6826200,339,NA,NA,1982,"55.71667_13.33333_1982","",4519,55.71667,13.33333,9,0,"Turdus","merula","Turdus merula","Aves"
6826201,339,NA,NA,1982,"55.71667_13.33333_1982","",45223,55.71667,13.33333,2,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826202,339,NA,NA,1982,"55.71667_13.33333_1982","",45507,55.71667,13.33333,3,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826203,339,NA,NA,1982,"55.71667_13.33333_1982","",45531,55.71667,13.33333,22,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826204,339,NA,NA,1982,"55.71667_13.33333_1982","",45591,55.71667,13.33333,2,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826205,339,NA,NA,1982,"55.71667_13.33333_1982","",45639,55.71667,13.33333,9,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826207,339,NA,NA,1983,"55.71667_13.33333_1983","",3765,55.71667,13.33333,2,0,"Carduelis","chloris","Carduelis chloris","Aves"
6826208,339,NA,NA,1983,"55.71667_13.33333_1983","",3799,55.71667,13.33333,1,0,"Certhia","familiaris","Certhia familiaris","Aves"
6826209,339,NA,NA,1983,"55.71667_13.33333_1983","",3929,55.71667,13.33333,4,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826212,339,NA,NA,1983,"55.71667_13.33333_1983","",4190,55.71667,13.33333,12,0,"Parus","major","Parus major","Aves"
6826214,339,NA,NA,1983,"55.71667_13.33333_1983","",4255,55.71667,13.33333,13,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
6826215,339,NA,NA,1983,"55.71667_13.33333_1983","",4310,55.71667,13.33333,6,0,"Prunella","modularis","Prunella modularis","Aves"
6826216,339,NA,NA,1983,"55.71667_13.33333_1983","",4402,55.71667,13.33333,2,0,"Sitta","europaea","Sitta europaea","Aves"
6826217,339,NA,NA,1983,"55.71667_13.33333_1983","",4468,55.71667,13.33333,10,0,"Sturnus","vulgaris","Sturnus vulgaris","Aves"
6826218,339,NA,NA,1983,"55.71667_13.33333_1983","",4476,55.71667,13.33333,4,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
6826219,339,NA,NA,1983,"55.71667_13.33333_1983","",4477,55.71667,13.33333,18,0,"Sylvia","borin","Sylvia borin","Aves"
6826221,339,NA,NA,1983,"55.71667_13.33333_1983","",4517,55.71667,13.33333,3,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
6826223,339,NA,NA,1983,"55.71667_13.33333_1983","",4519,55.71667,13.33333,12,0,"Turdus","merula","Turdus merula","Aves"
6826224,339,NA,NA,1983,"55.71667_13.33333_1983","",45223,55.71667,13.33333,6,0,"Anthus","trivialis","Anthus trivialis","Aves"
6826225,339,NA,NA,1983,"55.71667_13.33333_1983","",45507,55.71667,13.33333,4,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
6826226,339,NA,NA,1983,"55.71667_13.33333_1983","",45531,55.71667,13.33333,27,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
6826227,339,NA,NA,1983,"55.71667_13.33333_1983","",45591,55.71667,13.33333,4,0,"Hippolais","icterina","Hippolais icterina","Aves"
6826228,339,NA,NA,1983,"55.71667_13.33333_1983","",45639,55.71667,13.33333,9,0,"Luscinia","luscinia","Luscinia luscinia","Aves"
6826230,339,NA,NA,1984,"55.71667_13.33333_1984","",3765,55.71667,13.33333,2,0,"Carduelis","chloris","Carduelis chloris","Aves"
6826231,339,NA,NA,1984,"55.71667_13.33333_1984","",3929,55.71667,13.33333,5,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
6826233,339,NA,NA,1984,"55.71667_13.33333_1984","",4190,55.71667,13.33333,8,0,"Parus","major","Parus major","Aves"
6826234,339,NA,NA,1984,"55.71667_13.33333_1984","",4255,55.71667,13.33333,12,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
